id,name,brand,cpu,cpu_brand,ram,scrsize,gpu,gpu_brand,memory,drive_type,opersystem,weight,shop,price,url
107,Lenovo Yoga Slim 7 Pro 14IHU5,LENOVO,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,23190000,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-pro-14ihu5-i5-82nh00amvn
108,Acer Swift 3 SF314 511 55QE,ACER,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Dienmayxanh,22990000,https://www.dienmayxanh.com/laptop/acer-swift-3-sf314-511-55qe-i5-nxabnsv003
109,Surface Pro 7 Plus,SURFACE,Core i5,Intel,8,12.3,Intel Iris Xe,Intel,128,SSD,Windows 11,0.8,Dienmayxanh,22890000,https://www.dienmayxanh.com/laptop/surface-pro-7-plus-i5-28b00001
110,HP Pavilion 15 eg2034TX,HP,Core i5,Intel,8,15.6,GeForce MX550 (2GB),Nvidia,512,SSD,Windows 11,1.7,Dienmayxanh,24590000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2034tx-i7-6k780pa
111,Lenovo Ideapad 5 Pro 14IAP7,LENOVO,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,22590000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-pro-14iap7-i5-82sh000svn
112,Acer Nitro 5 Gaming AN515 45 R6EV R5,ACER,AMD Ryzen 5,AMD,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 11,2.2,Dienmayxanh,22490000,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-45-r6ev-r5-nhqbmsv006
113,Dell Inspiron 15 5515 R7  H&,DELL,AMD Ryzen 7,AMD,8,15.6,Radeon Vega,AMD,512,SSD,Windows 11,1.8,Dienmayxanh,22490000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-5515-r7-n5r75700u104w1
114,Asus Vivobook 15 X1502ZA,ASUS,AMD Ryzen 7,AMD,16,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,22430000,https://www.dienmayxanh.com/laptop/asus-vivobook-15-x1502za-i7-ej582w
115,Dell Inspiron 14 5420,DELL,AMD Ryzen 7,AMD,8,14.0,Intel Iris Xe,Intel,256,SSD,Windows 11,1.6,Dienmayxanh,21990000,https://www.dienmayxanh.com/laptop/dell-inspiron-14-5420-i5-p157g001asl
116,Acer Aspire 7 Gaming A715 75G 58U4,ACER,Core i5,Intel,8,15.6,GeForce GTX1650 (4GB),Nvidia,256,SSD,Windows 11,2.1,Dienmayxanh,21990000,https://www.dienmayxanh.com/laptop/acer-aspire-7-gaming-a715-75g-58u4-i5-nhq97sv004
117,Acer Aspire 7 Gaming A715 43G R8GA R5,ACER,AMD Ryzen 5,AMD,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SSD,Windows 11,2.1,Dienmayxanh,21990000,https://www.dienmayxanh.com/laptop/acer-aspire-7-gaming-a715-43g-r8ga-r5-nhqhdsv002
118,Asus TUF Gaming FX506HC,ASUS,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,1024,SSD,Windows 11,2.3,Dienmayxanh,25990000,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx506hc-i5-hn144w
119,HP Elitebook 630 G9,HP,Core i5,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,22190000,https://www.dienmayxanh.com/laptop/hp-elitebook-630-g9-i5-6m143pa
120,Surface  Go,SURFACE,Core i5,Intel,8,12.4,Intel UHD 620,Intel,512,SSD,Windows 10,1.1,Dienmayxanh,21090000,https://www.dienmayxanh.com/laptop/surface-go-i5-thj00001
121,Dell Inspiron 14 5415 R7  H&,DELL,AMD Ryzen 7,AMD,8,14.0,Radeon Vega,AMD,512,SSD,Windows 11,1.4,Dienmayxanh,20990000,https://www.dienmayxanh.com/laptop/dell-inspiron-14-5415-r7-tx4h61
122,HP Pavilion X360 14 ek0056TU,HP,AMD Ryzen 7,AMD,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,21190000,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-ek0056tu-i5-6l294pa
123,Asus ZenBook UX325EA,ASUS,Core i5,Intel,8,13.3,Intel Iris Xe,Intel,512,SSD,Windows 11,1.1,Dienmayxanh,22490000,https://www.dienmayxanh.com/laptop/asus-zenbook-ux325ea-i5-kg656w
124,HP Probook 450 G9,HP,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,21290000,https://www.dienmayxanh.com/laptop/hp-probook-450-g9-i5-6m0y9pa
125,HP Pavilion 15 eg0504TU,HP,Core i7,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,20590000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg0504tu-i7-1165g7-46m00pa
126,Acer Aspire 7 Gaming A715 42G R05G R5,ACER,AMD Ryzen 5,AMD,8,15.6,GeForce GTX1650 (4GB),Nvidia,512,SSD,Windows 11,2.1,Dienmayxanh,20490000,https://www.dienmayxanh.com/laptop/acer-aspire-7-gaming-a715-42g-r05g-r5-nhqaysv007
127,Asus ZenBook UX425EA,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.2,Dienmayxanh,22490000,https://www.dienmayxanh.com/laptop/asus-zenbook-ux425ea-i5-ki839w
128,Asus Vivobook 14X,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.6,Dienmayxanh,20090000,https://www.dienmayxanh.com/laptop/asus-vivobook-14x-oled-a1403za-i5-km065w
129,HP Pavilion 15 eg2036TX,HP,Core i5,Intel,8,15.6,GeForce MX550 (2GB),Nvidia,512,SSD,Windows 11,1.7,Dienmayxanh,20590000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2036tx-i5-6k782pa
130,Dell Inspiron 15 3511,DELL,Core i5,Intel,8,15.6,GeForce MX350 (2GB),Nvidia,512,SSD,Windows 11,1.7,Dienmayxanh,19990000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3511-i5-70270650
131,Dell Inspiron 15 3511,DELL,Core i5,Intel,8,15.6,GeForce MX350 (2GB),Nvidia,512,SSD,Windows 11,1.7,Dienmayxanh,19990000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3511-i5-70270650
132,HP Pavilion 15 eg2035TX,HP,Core i5,Intel,8,15.6,GeForce MX550 (2GB),Nvidia,512,SSD,Windows 11,1.7,Dienmayxanh,20590000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2035tx-i5-6k781pa
133,Lenovo Ideapad 5 Pro 14ITL6,LENOVO,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,19590000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l300m9vn
134,Lenovo ThinkBook 14s G2 ITL,LENOVO,Core i7,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,19290000,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i7-20va003rvn
135,HP 15s fq5077TU,HP,Core i7,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,20290000,https://www.dienmayxanh.com/laptop/hp-15s-fq5077tu-i7-6k797pa
136,Asus Vivobook S 14 Flip TP3402ZA,ASUS,Core i7,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,21490000,https://www.dienmayxanh.com/laptop/asus-vivobook-s-14-flip-tp3402z-i5-lz159w
137,Lenovo ThinkBook 14 G2 ITL,LENOVO,Core i7,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.4,Dienmayxanh,19090000,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14-g2-itl-i7-20vd003lvn
138,Dell Inspiron 15 3520,DELL,Core i7,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.9,Dienmayxanh,18990000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3520-i5u085w11blu
139,Dell Vostro 3400,DELL,Core i5,Intel,8,14.0,GeForce MX330 (2GB),Nvidia,512,SSD,Windows 11,1.6,Dienmayxanh,18590000,https://www.dienmayxanh.com/laptop/dell-vostro-3400-i5-yx51w6
140,Dell Inspiron 15 3520,DELL,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.9,Dienmayxanh,18590000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3520-i5-n5i5122w1
141,Lenovo ThinkBook 14s G2 ITL,LENOVO,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.3,Dienmayxanh,18290000,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i5-20va003nvn
142,Dell Vostro 3400,DELL,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.6,Dienmayxanh,18290000,https://www.dienmayxanh.com/laptop/dell-vostro-3400-i5-70270645
143,Asus VivoBook A515EA,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,1024,SSD,Windows 11,1.8,Dienmayxanh,18090000,https://www.dienmayxanh.com/laptop/asus-vivobook-a515ea-oled-i5-l12032w
144,Lenovo ThinkBook 14s G2 ITL,LENOVO,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 10,1.3,Dienmayxanh,17990000,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14s-g2-itl-i5-20va000nvn
145,HP Pavilion 14 dv2033TU,HP,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,18990000,https://www.dienmayxanh.com/laptop/hp-pavilion-14-dv2033tu-i5-6k769pa
146,Asus VivoBook X515EA,ASUS,Core i7,Intel,8,15.6,Intel Iris Xe,Intel,1024,SSD,Windows 11,1.8,Dienmayxanh,17930000,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ea-i7-ej1918w
147,Lenovo ThinkBook 15 G2 ITL,LENOVO,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,17890000,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-15-g2-itl-i5-20ve00unvn
148,Asus Vivobook 14 X1402ZA,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,17590000,https://www.dienmayxanh.com/laptop/asus-vivobook-14-x1402za-i5-ek083w
149,Lenovo Ideapad 5 14IAL7,LENOVO,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,17590000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn
150,HP Pavilion 15 eg2059TU,HP,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,17990000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2059tu-i5-6k789pa
151,HP Pavilion 15 eg2059TU,HP,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,17990000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2059tu-i5-6k789pa
152,Asus VivoBook S533EA,ASUS,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.8,Dienmayxanh,17130000,https://www.dienmayxanh.com/laptop/asus-vivobook-s533ea-i5-bn462w
153,Asus VivoBook S433EA,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.4,Dienmayxanh,17130000,https://www.dienmayxanh.com/laptop/asus-vivobook-s433ea-i5-am2307w
154,Dell Vostro 3405 R5  H&,DELL,AMD Ryzen 5,AMD,8,14.0,Radeon Vega,AMD,512,SSD,Windows 11,1.7,Dienmayxanh,16990000,https://www.dienmayxanh.com/laptop/dell-vostro-3405-r5-v4r53500u003w1
155,Acer Aspire 3 A315 57G 573F,ACER,Core i5,Intel,8,15.6,GeForce MX330 (2GB),Nvidia,512,SSD,Windows 11,1.9,Dienmayxanh,16990000,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-57g-573f-i5-nxhzrsv00b
156,Acer Aspire 3 A315 58 59LY,ACER,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,16990000,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-58-59ly-i5-nxaddsv00g
157,Surface  Go,SURFACE,Core i5,Intel,8,12.4,Intel UHD 620,Intel,512,SSD,Windows 10,1.1,Dienmayxanh,16490000,https://www.dienmayxanh.com/laptop/surface-go-i5-thh00001
158,HP 240 G9,HP,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,256,SSD,Windows 11,1.5,Dienmayxanh,17590000,https://www.dienmayxanh.com/laptop/hp-240-g9-i5-6l1y1pa
159,HP Pavilion X360 14 ek0059TU,HP,Core i5,Intel,8,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.5,Dienmayxanh,16590000,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-ek0059tu-i3-6k7e1pa
160,Asus VivoBook 15X,ASUS,Core i5,Intel,8,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,16190000,https://www.dienmayxanh.com/laptop/asus-vivobook-15x-oled-a1503za-i3-l1152w
161,Lenovo Ideapad 3 15IAU7,LENOVO,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,512,SSD,Windows 11,1.6,Dienmayxanh,16090000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-15iau7-i5-82rk001pvn
162,Lenovo ThinkBook 14 G3 ACL R7,LENOVO,AMD Ryzen 7,AMD,8,14.0,Radeon Vega,AMD,512,SSD,Windows 11,1.4,Dienmayxanh,15990000,https://www.dienmayxanh.com/laptop/lenovo-thinkbook-14-g3-acl-r7-21a200csvn
163,Acer Aspire A514 54 5127,ACER,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,15990000,https://www.dienmayxanh.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007
164,Asus VivoBook X415EA,ASUS,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,512,SSD,Windows 11,1.6,Dienmayxanh,15390000,https://www.dienmayxanh.com/laptop/asus-vivobook-x415ea-i5-eb637w
165,Asus Vivobook 14X A1403ZA,ASUS,Core i5,Intel,8,14.0,Intel UHD 620,Intel,512,SSD,Windows 11,1.6,Dienmayxanh,15190000,https://www.dienmayxanh.com/laptop/asus-vivobook-14x-a1403za-i3-ly143w
166,HP Pavilion 15 eg2062TU,HP,Core i5,Intel,8,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,14990000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg2062tu-i3-6k790pa
167,HP Pavilion X360 14 dy0171TU,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,14490000,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-dy0171tu-i3-4y1d6pa
168,Lenovo IdeaPad 3 14ITL6,LENOVO,Core i5,Intel,8,14.0,Intel Iris Xe,Intel,1024,SSD,Windows 11,1.4,Dienmayxanh,14490000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-14itl6-i5-82h700wavn
169,HP Pavilion X360 14 dy0161TU,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,13990000,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-dy0161tu-i3-4y1d2pa
170,Acer Aspire 3 A315 58 358E,ACER,Core i3,Intel,8,15.6,Intel UHD 620,Intel,216,SSD,Windows 11,1.7,Dienmayxanh,13990000,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-58-358e-i3-nxaddsv00f
171,Asus Vivobook 14 X1402ZA,ASUS,Core i5,Intel,4,14.0,Intel UHD 620,Intel,512,SSD,Windows 11,1.5,Dienmayxanh,13690000,https://www.dienmayxanh.com/laptop/asus-vivobook-14-x1402za-i3-ek249w
172,HP 340s G7,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,512,SSD,Windows 10,1.3,Dienmayxanh,13690000,https://www.dienmayxanh.com/laptop/hp-340s-g7-i3-224l1pa
173,Lenovo Ideapad 3 15IAU7,LENOVO,Core i3,Intel,8,15.6,Intel UHD 620,Intel,512,SSD,Windows 11,1.6,Dienmayxanh,13290000,https://www.dienmayxanh.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk001mvn
174,HP Pavilion 15 eg0541TU,HP,Core i3,Intel,4,15.6,Intel UHD 620,Intel,512,SSD,Windows 11,1.7,Dienmayxanh,13170000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg0541tu-i3-4p5g8pa
175,Dell Vostro 3400,DELL,Core i3,Intel,8,14.0,Intel UHD 620,Intel,216,SSD,Windows 11,1.6,Dienmayxanh,12990000,https://www.dienmayxanh.com/laptop/dell-vostro-3400-i3-70270644
176,HP Pavilion X360 14 dy0172TU,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.5,Dienmayxanh,12990000,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-dy0172tu-i3-4y1d7pa
177,Acer Aspire 3 A315 58 382Z,ACER,Core i3,Intel,8,15.6,Intel UHD 620,Intel,216,SSD,Windows 11,1.7,Dienmayxanh,12990000,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-58-382z-i3-nxaddsv00k
178,Dell Vostro 3420,DELL,Core i3,Intel,8,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.5,Dienmayxanh,12990000,https://www.dienmayxanh.com/laptop/dell-vostro-3420-i3-70283384
179,Asus VivoBook A415EA,ASUS,Core i3,Intel,8,14.0,Intel UHD 620,Intel,1024,SSD,Windows 11,1.4,Dienmayxanh,12990000,https://www.dienmayxanh.com/laptop/asus-vivobook-a415ea-i3-am2428w
180,Acer Aspire A315 57G 32QP,ACER,Core i3,Intel,4,15.6,GeForce MX330 (2GB),Nvidia,256,SSD,Windows 11,1.9,Dienmayxanh,12490000,https://www.dienmayxanh.com/laptop/acer-aprise-a315-57g-32qp-i3-nxhzrsv00a
181,Dell Inspiron 15 3511,DELL,Core i3,Intel,8,15.6,Intel UHD 620,Intel,216,SSD,Windows 11,1.8,Dienmayxanh,12390000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3511-i3-p112f001ebl
182,Dell Vostro 3510,DELL,Core i3,Intel,8,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,12390000,https://www.dienmayxanh.com/laptop/dell-vostro-3510-i3-v5i3305w
183,HP Pavilion 15 eg0542TU,HP,Core i3,Intel,4,15.6,Intel UHD 620,Intel,256,SSD,Windows 11,1.7,Dienmayxanh,12270000,https://www.dienmayxanh.com/laptop/hp-pavilion-15-eg0542tu-i3-4p5g9pa
184,HP 240 G8,HP,Core i3,Intel,8,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.5,Dienmayxanh,12190000,https://www.dienmayxanh.com/laptop/hp-240-g8-i3-6l1a1pa
185,Acer Aspire 3 A315 57 379K,ACER,Core i3,Intel,4,15.6,Intel UHD 620,Intel,216,SSD,Windows 11,1.7,Dienmayxanh,11990000,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-57-379k-i3-nxkagsv001
186,HP Pavilion 14 dv0520TU,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,216,SSD,Windows 11,1.4,Dienmayxanh,11970000,https://www.dienmayxanh.com/laptop/hp-pavilion-14-dv0520tu-i3-win11-46l92pa
187,CHUWI CoreBook X,CHUWI,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,1024,SSD,Windows 10,1.5,Dienmayxanh,15490000,https://www.dienmayxanh.com/laptop/chuwi-corebook-x-i5-8259u
188,HP 14s fq1066AU R5,HP,AMD Ryzen 5,AMD,8,14.0,Radeon Vega,AMD,1024,SSD,Windows 11,1.5,Dienmayxanh,11330000,https://www.dienmayxanh.com/laptop/hp-14s-fq1066au-r5-4k0z6pa
189,Asus VivoBook X515EA,ASUS,Core i3,Intel,8,15.6,Intel UHD 620,Intel,1024,SSD,Windows 11,1.8,Dienmayxanh,11190000,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ea-i3-br2046w
190,Asus VivoBook X415EA,ASUS,Core i3,Intel,4,14.0,Intel UHD 620,Intel,216,SSD,Windows 11,1.6,Dienmayxanh,10990000,https://www.dienmayxanh.com/laptop/asus-vivobook-x415ea-i3-eb638w
191,Dell Inspiron 15 3515 R3  H&,DELL,AMD Ryzen 3,AMD,8,15.6,Radeon Vega,AMD,256,SSD,Windows 11,1.8,Dienmayxanh,10990000,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3515-r3-g6gr71
192,HP 245 G8 R5,HP,AMD Ryzen 5,AMD,8,14.0,Radeon Vega,AMD,256,SSD,Windows 11,1.5,Dienmayxanh,10990000,https://www.dienmayxanh.com/laptop/hp-245-g8-r5-61c65pa
193,Asus BR1100FKA,ASUS,Intel Pentium,Intel,4,11.6,Intel UHD 620,Intel,216,SSD,Windows 10,1.4,Dienmayxanh,10490000,https://www.dienmayxanh.com/laptop/asus-br1100fka-n6000-bp0660t
194,HP 240 G8,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,216,SSD,Windows 10,1.4,Dienmayxanh,9590000,https://www.dienmayxanh.com/laptop/hp-240-g8-i3-519a5pa
195,HP 240 G8,HP,Core i3,Intel,4,14.0,Intel UHD 620,Intel,512,SSD,Windows 10,1.5,Dienmayxanh,9590000,https://www.dienmayxanh.com/laptop/hp-240-g8-i3-519a8pa
196,CHUWI LarkBook X,CHUWI,Intel Celeron,Intel,8,14.0,Intel UHD 620,Intel,1024,SSD,Windows 10,1.4,Dienmayxanh,12190000,https://www.dienmayxanh.com/laptop/chuwi-larkbook-x-n5100
197,Asus ExpertBook P2451F,ASUS,Core i3,Intel,4,14.0,Intel UHD 620,Intel,216,SSD,Windows 10,1.5,Dienmayxanh,9590000,https://www.dienmayxanh.com/laptop/asus-expertbook-p2451f-i3-bv3136t
198,HP 245 G8 R3,HP,AMD Ryzen 3,AMD,4,14.0,Radeon Vega,AMD,1024,SSD,Windows 11,1.5,Dienmayxanh,9090000,https://www.dienmayxanh.com/laptop/hp-245-r3-win11-63t27pa
199,Asus VivoBook X515KA,ASUS,Intel Pentium,Intel,4,15.6,Intel UHD 620,Intel,216,SSD,Windows 11,1.8,Dienmayxanh,9090000,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ka-n6000-br109w
200,HP 14s fq1080AU R3,HP,AMD Ryzen 3,AMD,4,14.0,Radeon Vega,AMD,216,SSD,Windows 11,1.5,Dienmayxanh,8990000,https://www.dienmayxanh.com/laptop/hp-14s-fq1080au-r3-4k0z7pa-win11
201,HP 240 G8,HP,Intel Pentium,Intel,4,14.0,Intel UHD 620,Intel,216,SSD,Windows 10,1.5,Dienmayxanh,8490000,https://www.dienmayxanh.com/laptop/hp-240-g8-n5030-4gb-256gb-win10-604k1pa
202,itel SPIRIT 1,ITEL,Core i5,Intel,8,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,2.1,Dienmayxanh,7890000,https://www.dienmayxanh.com/laptop/itel-spirit-1-i5-71006300036
203,Asus VivoBook X515MA,ASUS,Intel Celeron,Intel,4,15.6,Intel UHD 620,Intel,216,SSD,Windows 11,1.8,Dienmayxanh,7690000,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ma-n4020-br480w
204,CHUWI GemiBook,CHUWI,Intel Celeron,Intel,8,13.0,Intel UHD 620,Intel,256,SSD,Windows 10,1.3,Dienmayxanh,9490000,https://www.dienmayxanh.com/laptop/chuwi-gemibook-j4125
205,itel SPIRIT 1,ITEL,Core i3,Intel,4,15.6,Intel Iris Xe,Intel,256,SSD,Windows 11,2.1,Dienmayxanh,7090000,https://www.dienmayxanh.com/laptop/itel-spirit-1-i3-71006300035
206,Asus Vivobook X415MA,ASUS,Intel Celeron,Intel,4,14.0,Intel UHD 620,Intel,256,SSD,Windows 11,1.6,Dienmayxanh,6990000,https://www.dienmayxanh.com/laptop/asus-vivobook-x415ma-n4020-bv702w
207,Gigabyte Gaming G5 GE-51VN263SH,GIGABYTE,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SDD,Windows 11,1.9,FPTShop,22190000,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-g5-ge-i5-12500h-rtx3050
208,Asus TUF Gaming FX517ZC-HN077W,ASUS,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SDD,Windows 11,2.0,FPTShop,24990000,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx517zc-hn077w-i5-12450h
209,Lenovo IdeaPad Gaming 3 15IAH7,LENOVO,Core i5,Intel,16,15.6,GeForce RTX3050 (4GB),Nvidia,512,SDD,Windows 11,2.2,FPTShop,23990000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-gaming-3-15iah7-i5-12500h
210,Asus TUF Gaming FX517ZE-HN045W,ASUS,Core i5,Intel,8,15.6,GeForce RTX3050Ti (4GB),Nvidia,512,SDD,Windows 11,2.0,FPTShop,25190000,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx517ze-hn045w-i5-12450h
211,Dell Inspiron 16 N5620,DELL,Core i5,Intel,16,16.0,Intel Iris Xe,Intel,512,SDD,Windows 11,2.0,FPTShop,26990000,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-16-n5620-i5-1240p
212,MSI Gaming Katana GF66 12UCK-805VN,MSI,Core i7,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SDD,Windows 11,2.2,FPTShop,25390000,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-gf66-12uck-805vn-i7-12650h
213,Lenovo Yoga Slim 7 Pro 14IHU5O,LENOVO,Core i5,Intel,16,14.0,Intel Iris Xe,Intel,512,SDD,Windows 11,1.4,FPTShop,23190000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-yoga-slim-7-pro-14ihu5o-i5-11300h
214,Lenovo IdeaPad 5 Pro 16IAH7,LENOVO,Core i7,Intel,16,16.0,Intel Iris Xe,Intel,512,SDD,Windows 11,1.9,FPTShop,25190000,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-5-pro-16iah7-i7-12700h
215,Asus Gaming TUF FX517ZM-HN480W,ASUS,Core i7,Intel,8,15.6,GeForce RTX3060 (6GB),Nvidia,512,SDD,Windows 11,2.0,FPTShop,29690000,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-tuf-fx517zm-hn480w-i7-12650h
216,Acer Nitro Gaming AN515-58-52SP,ACER,Core i5,Intel,8,15.6,GeForce RTX3050 (4GB),Nvidia,512,SDD,Windows 11,2.5,FPTShop,24490000,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-58-52sp-i5-12500h
